Año del censo;Provincia;Código del partido;Partido;EAPS pequeñas (<= 500ha);EAPS grandes (>500 ha);Total EAPS;Total de HA;Superficie promedio;HA ocupadas por EAPS pequeñas;HA ocupadas por EAPS grandes;EAPS en manos de Empresas;EAPS en manos de Personas Humanas;Superficie en manos de Empresas;Superficie en mano de Personas Humanas;Cantidad de Mujeres propietarias de EAPs;Cantidad de Hombres propietarios de EAPs;Mujeres Residentes (Personas Humanas);Mujeres Residente (Empresas);Mujeres Residentes del campo;Varones Residentes (Personas Humanas);Varones Residentes (Empresas);Varones Residentes del campo;Cantidad de hectáreas implantadas de Cereales;Cantidad de hectáreas implantadas de Oleaginosas;Cantidad de hectáreas implantadas de Forrajeras;Maiz para grano por hectárea;Trigo pan por hectárea;Soja por hectárea;Forrajeras anuales por hectáreas;Forrajeras perennes por hectáreas;Cantidad de hectareas dedicadas a Bosques y montes naturales;Proporcion de ha para bosques naturales e implantados respecto al total;Empleo;Prácticas orgánicasbiodinámicas/agroecológicas
2002;Provincia de Buenos Aires;357;General Pueyrredón;390;66;456;113138;248;31928;81210;183;269;82671;29249;0;0;744;573;1317;1022;764;1786;28454;13863;26435;"7352,7";21101;"3426,5";4329;"22105,9";"1266,6";0;892;0
2002;Provincia de Buenos Aires;364;General Rodríguez;58;8;66;20775;315;7089;13686;31;35;14158;4986;0;0;78;86;164;120;180;300;2021;1306;5149;806;935;1196;992;4157;556;0;228;0
2002;Provincia de Buenos Aires;371;General San Martín;6;0;6;76;13;76;0;3;2;0;0;0;0;4;0;4;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2002;Provincia de Buenos Aires;385;General Viamonte;376;84;460;163532;356;56534;106999;134;324;63269;87778;0;0;341;68;409;479;144;623;22843;46825;7313;7514;"10002,5";"46204,6";3054;4259;"956,7";0;227;0
2002;Provincia de Buenos Aires;392;General Villegas;509;278;787;595146;756;102471;492675;252;530;382697;206374;0;0;701;580;1281;1073;959;2032;92965;146084;163503;"41187,7";"49910,8";134520;29191;"134312,4";"979,6";0;1186;0
2002;Provincia de Buenos Aires;399;Guaminí;417;187;604;392614;650;78017;314597;152;443;190313;185793;0;0;380;155;535;618;356;974;81442;54999;147876;"10916,5";61838;27980;"50815,3";"97060,3";"2958,8";0;502;0
2002;Provincia de Buenos Aires;406;Hipólito Yrigoyen;272;68;340;130118;383;33039;97079;95;240;81955;48046;0;0;115;103;218;199;221;420;18039;18556;13670;7703;"10031,5";16302;4889;"8780,7";"1307,5";0;234;0
2002;Provincia de Buenos Aires;408;Hurlingham;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2002;Provincia de Buenos Aires;410;Ituzaingó;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2002;Provincia de Buenos Aires;412;"José C, Paz";23;0;23;75;3;75;0;0;23;0;75;0;0;31;0;31;64;0;64;0;0;0;0;0;0;0;0;"0,9";0;8;0
2002;Provincia de Buenos Aires;413;Junín;504;76;580;167733;289;76975;90758;157;419;90425;74748;0;0;583;113;696;771;184;955;42794;67949;15752;"14046,5";"19579,5";66892;2890;12862;"1644,8";0;265;0
2002;Provincia de Buenos Aires;420;La Costa;21;0;21;1439;69;1439;0;3;17;44;1386;0;0;15;5;20;17;18;35;0;0;0;0;0;0;0;0;112;0;16;0
2002;Provincia de Buenos Aires;427;La Matanza;71;1;72;20899;290;3965;16934;25;44;19156;1535;0;0;90;67;157;143;105;248;1062;509;3257;382;630;209;2997;"259,5";"90,6";0;119;0
2002;Provincia de Buenos Aires;434;Lanús;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2002;Provincia de Buenos Aires;441;La Plata;1166;17;1183;43247;37;28170;15077;196;983;15634;26945;0;0;3320;378;3698;4050;586;4636;1208;1036;3058;"695,5";426;505;"1012,5";2045;"788,1";0;1329;0
2002;Provincia de Buenos Aires;448;Laprida;206;174;380;336780;886;42696;294083;108;265;161183;152388;0;0;256;81;337;482;187;669;18547;7378;54009;2099;15155;2896;12231;"41777,5";362;0;380;0
2002;Provincia de Buenos Aires;455;Las Flores;500;140;640;291235;455;74978;216257;192;445;148715;142241;0;0;448;100;548;732;190;922;8314;7239;24459;5182;"2958,5";"5030,5";2586;21873;"1142,5";0;378;0
2002;Provincia de Buenos Aires;462;"Leandro N, Alem";241;74;315;145897;463;36189;109709;71;243;75504;66678;0;0;274;87;361;394;167;561;33602;45673;16285;13517;"19100,5";"45672,5";6500;9785;"1602,5";0;345;0
2002;Provincia de Buenos Aires;466;Lezama;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2002;Provincia de Buenos Aires;469;Lincoln;995;222;1217;561364;461;125008;436357;284;924;359670;195111;0;0;782;405;1187;1103;734;1837;69978;104164;89105;"27714,8";"40540,7";"98158,5";16588;"72516,5";"3085,5";0;981;0
2002;Provincia de Buenos Aires;476;Lobería;336;208;544;356304;655;67249;289054;228;310;238338;116092;0;0;348;343;691;707;600;1307;124508;73318;88247;"18961,7";"99681,9";9365;19833;"68413,6";"5164,4";0;709;0
2002;Provincia de Buenos Aires;483;Lobos;538;67;605;140638;232;65902;74736;202;401;86311;54207;0;0;727;214;941;973;264;1237;13491;17617;27176;6698;"6690,5";16422;3785;"23390,5";"967,5";0;458;0
2002;Provincia de Buenos Aires;490;Lomas de Zamora;2;0;2;515;258;515;0;0;0;0;0;0;0;0;44;44;0;49;49;15;0;77;0;15;0;"76,5";0;25;0;32;0
2002;Provincia de Buenos Aires;497;Luján;74;16;90;26861;298;12122;14739;36;52;13683;12784;0;0;89;81;170;129;125;254;6494;5065;7907;3155;3279;4282;"1503,5";"6403,3";"1030,5";0;148;0
2002;Provincia de Buenos Aires;505;Magdalena;436;93;529;179755;340;64211;115545;118;406;87982;88526;0;0;578;132;710;774;166;940;3812;1626;15972;"3587,5";"189,5";"353,5";"3739,5";"12232,5";"2679,9";0;337;0
2002;Provincia de Buenos Aires;511;Maipú;109;119;228;243932;1070;27200;216732;59;169;97367;146565;0;0;207;88;295;349;132;481;6080;3026;26208;3366;2714;556;"1885,5";24322;1006;0;251;0
2002;Provincia de Buenos Aires;515;Malvinas Argentinas;14;0;14;18;1;18;0;1;12;0;15;0;0;12;0;12;21;0;21;0;0;0;0;0;0;0;0;0;0;5;0
2002;Provincia de Buenos Aires;518;Mar Chiquita;251;138;389;302173;777;46446;255727;132;253;201337;91869;0;0;224;292;516;423;443;866;14524;4320;67526;8622;"5715,4";83;6067;61459;"1012,5";0;488;0
2002;Provincia de Buenos Aires;525;Marcos Paz;276;8;284;27975;99;18540;9435;75;207;9942;17830;0;0;377;144;521;525;332;857;2954;2529;4892;692;"2169,5";2269;2661;2231;"466,1";0;478;0
2002;Provincia de Buenos Aires;532;Mercedes;269;40;309;82472;267;37304;45168;92;217;43886;38586;0;0;404;124;528;502;185;687;8905;11840;13282;"3827,3";4860;"10484,5";"3763,5";"9518,5";"1008,3";0;308;0
2002;Provincia de Buenos Aires;539;Merlo;55;0;55;1124;20;1124;0;6;49;170;954;0;0;80;0;80;126;0;126;301;221;297;12;261;221;220;77;4;0;12;0
2002;Provincia de Buenos Aires;547;Monte;219;71;290;140841;486;37317;103524;92;195;87748;51926;0;0;307;203;510;382;298;680;8648;7743;23871;3832;4571;7407;"5551,8";18319;"1443,6";0;395;0
2002;Provincia de Buenos Aires;553;Monte Hermoso;1;3;4;19695;4924;220;19475;2;2;0;1640;0;0;2;2;4;3;16;19;0;0;7660;0;0;0;1240;6420;34;0;20;0
2002;Provincia de Buenos Aires;560;Moreno;105;0;105;397;4;397;0;13;91;41;329;0;0;221;13;234;236;12;248;0;0;0;0;0;0;0;0;0;0;27;0
2002;Provincia de Buenos Aires;568;Morón;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2002;Provincia de Buenos Aires;574;Navarro;406;72;478;138702;290;61808;76895;134;341;60057;77070;0;0;679;110;789;884;181;1065;12285;17009;23190;"3867,5";8362;16714;5532;"17657,5";"366,5";0;399;0
2002;Provincia de Buenos Aires;581;Necochea;337;232;569;411192;723;70541;340652;176;386;208420;198368;0;0;476;172;648;758;291;1049;151151;103985;57515;"12342,5";"135586,5";"10283,5";15271;42244;3223;0;524;0
2002;Provincia de Buenos Aires;588;9 de julio;886;183;1069;373746;350;125619;248127;286;776;184120;182510;0;0;589;228;817;895;365;1260;43630;62994;38200;"15455,7";"25164,6";"60942,3";7350;30850;"1097,3";0;655;0
2002;Provincia de Buenos Aires;595;Olavarría;627;332;959;707953;738;120873;587080;266;686;372115;321293;0;0;729;223;952;1154;472;1626;47010;41892;83689;7975;"35427,5";"31682,5";"16650,5";"67038,5";"1179,6";0;840;0
2002;Provincia de Buenos Aires;602;Patagones;410;542;952;1271443;1336;92301;1179143;189;757;394208;861723;0;0;669;25;694;1329;85;1414;145991;2733;175393;397;130198;50;"134055,5";41337;"504779,1";0;441;0
2002;Provincia de Buenos Aires;609;Pehuajó;819;184;1003;496943;495;124109;372834;281;717;322044;172370;0;0;448;316;764;680;600;1280;68936;91685;54234;24395;"41131,5";84316;"7716,5";"46517,7";"4687,3";0;749;0
2002;Provincia de Buenos Aires;616;Pellegrini;123;70;193;149599;775;26231;123368;70;120;102701;44996;0;0;169;99;268;266;226;492;17740;29704;80227;"7939,8";8748;9365;"25229,3";"54997,7";696;0;281;0
2002;Provincia de Buenos Aires;623;Pergamino;983;133;1116;284387;255;134197;150190;392;711;168382;111729;0;0;689;249;938;944;326;1270;65628;174138;24606;"25223,5";"37236,3";"173809,5";3323;21283;"894,8";0;433;0
2002;Provincia de Buenos Aires;630;Pila;165;109;274;249420;910;33990;215431;93;181;154822;94599;0;0;179;89;268;285;150;435;2641;1576;13779;1214;1427;1446;832;12947;"318,5";0;217;0
2002;Provincia de Buenos Aires;638;Pilar;101;0;101;1622;16;1622;0;18;83;1003;618;0;0;325;95;420;403;108;511;120;95;545;25;95;95;6;"538,5";0;0;213;0
2002;Provincia de Buenos Aires;644;Pinamar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2002;Provincia de Buenos Aires;648;Presidente Perón;30;1;31;3100;100;2420;680;19;12;1254;883;0;0;33;9;42;46;14;60;650;675;262;0;650;675;4;258;0;0;14;0
2002;Provincia de Buenos Aires;651;Puán;569;313;882;545754;619;144759;400995;209;666;217903;323478;0;0;583;55;638;987;114;1101;113689;8174;118154;367;"88093,5";1941;70718;"47435,5";34595;0;299;0
2002;Provincia de Buenos Aires;655;Punta Indio;149;75;224;125628;561;25789;99839;81;142;61512;61116;0;0;181;78;259;305;103;408;742;35;3232;476;85;0;397;"2834,9";"2495,2";0;190;0
2002;Provincia de Buenos Aires;658;Quilmes;6;0;6;37;6;37;0;3;3;0;10;0;0;20;1;21;24;3;27;0;0;0;0;0;0;0;0;0;0;9;0
2002;Provincia de Buenos Aires;665;Ramallo;265;45;310;87999;284;37009;50990;90;220;50122;37877;0;0;267;33;300;348;46;394;20443;59636;2998;6879;13114;"59386,5";188;2810;3174;0;114;0
2002;Provincia de Buenos Aires;672;Rauch;652;192;844;358482;425;112542;245940;206;636;169373;188713;0;0;547;126;673;868;175;1043;5401;1962;26034;"2895,5";2048;394;4895;21139;"494,3";0;393;0
2002;Provincia de Buenos Aires;679;Rivadavia;393;194;587;364947;622;68880;296068;231;346;228845;121474;0;0;364;296;660;567;456;1023;49515;82015;93802;"28193,9";"20306,8";"58316,1";"26877,5";66924;"844,8";0;565;0
2002;Provincia de Buenos Aires;686;Rojas;493;90;583;183217;314;63832;119385;140;434;96601;81779;0;0;373;108;481;527;209;736;53080;92856;16878;"23447,4";"27365,2";"92846,2";1954;"14923,6";"446,2";0;268;0
2002;Provincia de Buenos Aires;693;Roque Pérez;387;68;455;135947;299;38799;97149;97;357;49325;86521;0;0;425;71;496;572;99;671;13219;14043;5676;"6100,7";"7051,3";"13719,5";"959,5";4716;1517;0;203;0
2002;Provincia de Buenos Aires;700;Saavedra;371;195;566;346156;612;85493;260663;127;436;141513;203839;0;0;349;92;441;635;181;816;91193;30638;92809;3650;"75675,5";8638;52780;40029;583;0;337;0
2002;Provincia de Buenos Aires;707;Saladillo;1148;96;1244;291436;234;110043;181393;260;978;164755;122166;0;0;978;175;1153;1254;278;1532;37904;54345;27693;15967;"21623,5";"49259,3";"2438,5";"25254,5";"1154,5";0;390;0
2002;Provincia de Buenos Aires;721;Salliqueló;171;38;209;139423;667;52138;87285;57;149;50870;37173;0;0;97;64;161;156;89;245;9799;5173;29718;2102;6768;1280;16898;"12819,5";26;0;122;0
2002;Provincia de Buenos Aires;714;Salto;447;69;516;90134;175;30520;59614;168;348;79663;59760;0;0;298;74;372;439;109;548;43598;81531;14071;"18849,5";23518;81508;"1255,5";12815;421;0;213;0
2002;Provincia de Buenos Aires;728;San Andrés de Giles;198;52;250;89309;357;29182;60127;77;170;43418;45639;0;0;277;116;393;425;128;553;24408;39024;5892;7288;17065;"37592,5";1692;4200;429;0;254;0
2002;Provincia de Buenos Aires;735;San Antonio de Areco;104;57;161;92604;575;15428;77177;73;86;56899;34980;0;0;190;199;389;224;320;544;28429;39696;13485;"13998,5";14024;"38807,5";"957,5";"12527,1";"239,5";0;345;0
2002;Provincia de Buenos Aires;742;San Cayetano;208;152;360;240195;667;45401;194794;89;271;95752;144443;0;0;301;44;345;535;117;652;79589;48945;32414;4621;"67020,5";"5968,5";8978;23436;1665;0;292;0
2002;Provincia de Buenos Aires;749;San Fernando;17;3;20;12269;613;2834;9435;5;15;0;2614;0;0;46;14;60;56;16;72;0;0;0;0;0;0;0;0;3886;0;20;0
2002;Provincia de Buenos Aires;756;San Isidro;9;0;9;3;0;3;0;6;3;2;0;0;0;2;1;3;2;2;4;0;0;0;0;0;0;0;0;0;0;3;0
2002;Provincia de Buenos Aires;760;San Miguel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2002;Provincia de Buenos Aires;763;San Nicolás;268;25;293;53105;181;32490;20615;71;219;23300;28854;0;0;307;25;332;406;58;464;14042;33686;2771;"5635,5";"7882,5";"33621,5";309;2462;"53,5";0;90;0
2002;Provincia de Buenos Aires;770;San Pedro;583;49;632;105145;166;50585;54561;178;450;61272;43145;0;0;664;224;888;894;299;1193;23209;52868;4607;"8113,3";"14439,3";"52496,6";566;"4040,5";"395,5";0;304;0
2002;Provincia de Buenos Aires;778;San Vicente;148;22;170;48383;285;26418;21965;40;130;15231;33152;0;0;209;53;262;299;73;372;0;0;1955;0;0;0;1193;762;370;0;152;0
2002;Provincia de Buenos Aires;784;Suipacha;215;39;254;87473;344;36440;51033;88;163;46317;37449;0;0;243;143;386;347;221;568;8604;12014;20630;"2792,5";"5624,5";11597;3146;17484;434;0;272;0
2002;Provincia de Buenos Aires;791;Tandil;417;242;659;442390;671;70534;371856;290;360;292329;141173;0;0;711;464;1175;1057;698;1755;109052;80238;110056;21728;"83920,1";53234;22179;87877;"2462,5";0;981;0
2002;Provincia de Buenos Aires;798;Tapalqué;207;164;371;270895;730;47545;223351;124;243;136168;126403;0;0;163;39;202;284;160;444;2864;1878;8671;1479;1330;1184;1590;7081;"966,6";0;301;0
2002;Provincia de Buenos Aires;805;Tigre;35;0;35;696;20;696;0;4;31;0;609;0;0;47;2;49;42;4;46;0;0;2;0;0;0;0;2;167;0;4;0
2002;Provincia de Buenos Aires;812;Tordillo;93;32;125;105546;844;15234;90312;33;92;63413;31494;0;0;87;65;152;105;89;194;426;55;9863;426;0;55;220;9643;47;0;102;0
2002;Provincia de Buenos Aires;819;Tornquist;258;234;492;400387;814;66178;334209;153;335;194112;188617;0;0;427;155;582;630;266;896;76510;10794;98827;1444;65451;1669;62214;36613;8934;0;318;0
2002;Provincia de Buenos Aires;826;Trenque Lauquen;267;185;452;407812;902;59304;348508;145;296;206017;180193;0;0;758;250;1008;1139;474;1613;73424;77696;168901;"36220,9";33123;"50462,1";"47740,4";121161;688;0;1086;0
2002;Provincia de Buenos Aires;833;Tres Arroyos;355;337;692;526636;761;75917;450719;250;433;282466;238338;0;0;632;159;791;1095;310;1405;208851;119079;113749;"14930,5";"161260,2";7342;"23981,5";"89767,3";"3049,5";0;718;0
2002;Provincia de Buenos Aires;840;Tres de Febrero;5;0;5;117;23;117;0;0;5;0;117;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0
2002;Provincia de Buenos Aires;847;Tres Lomas;241;44;285;109675;385;43430;66245;70;212;56678;51510;0;0;153;53;206;262;109;371;13991;10896;47764;4587;7958;2888;14421;33343;143;0;167;0
2002;Provincia de Buenos Aires;854;25 de mayo;693;175;868;363368;419;96735;266632;203;660;180640;170417;0;0;676;218;894;1017;361;1378;42408;67052;40522;15024;"25139,5";63835;5971;34551;2503;0;594;0
2002;Provincia de Buenos Aires;861;Vicente López;4;0;4;1;0;1;0;2;2;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2002;Provincia de Buenos Aires;868;Villa Gesell;3;0;3;6;2;6;0;0;3;0;6;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0
2002;Provincia de Buenos Aires;875;Villarino;583;355;938;879258;937;104750;774508;192;736;409701;450228;0;0;874;143;1017;1402;335;1737;65831;3739;163786;1610;51288;205;77872;"85913,5";184106;0;689;0
2002;Provincia de Buenos Aires;882;Zárate;145;22;167;34959;209;11384;23576;61;106;21228;13731;0;0;193;122;315;264;160;424;7433;12789;3177;"2626,5";4633;"12616,5";418;"2758,5";"4456,3";0;202;0
1988;Provincia de Buenos Aires;6;Provincia de Buenos Aires;62205;13274;75479;27282510;361;7981871;19300639;24203;50602;14540405;12108104;0;0;0;0;0;0;0;0;3651208;2283645;5610541;"912300,5";"2257130,5";"1041462,6";"1829898,8";"3780641,9";0;0;181679;0
1988;Provincia de Buenos Aires;0;Adolfo Alsina;773;248;1021;476780;467;161126;315655;277;732;202673;264887;0;0;0;0;0;0;0;0;121346;37906;203110;5941;"92637,5";102;"102545,4";"100564,1";0;0;0;0
1988;Provincia de Buenos Aires;0;Adolfo Gonzales Chaves;350;177;527;334132;634;77695;256437;115;349;184858;148852;0;0;0;0;0;0;0;0;71588;31870;91828;2721;"55307,5";177;"20313,5";"71514,7";0;0;0;0
1988;Provincia de Buenos Aires;0;Alberti;413;29;442;99429;225;49360;24052;173;246;72355;26993;0;0;0;0;0;0;0;0;31322;22123;26839;"17337,5";13041;"17465,5";"2377,5";"24461,3";0;0;0;0
1988;Provincia de Buenos Aires;0;Almirante Brown;84;0;84;1245;15;854;0;0;71;435;811;0;0;0;0;0;0;0;0;0;0;83;0;0;0;22;"60,5";0;0;0;0
1988;Provincia de Buenos Aires;0;Arrecifes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Provincia de Buenos Aires;0;Avellaneda;57;0;57;278;5;161;0;18;52;109;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1988;Provincia de Buenos Aires;0;Ayacucho;827;344;1171;627694;536;153016;474679;393;771;351798;264430;0;0;0;0;0;0;0;0;14466;19248;107566;"7343,5";4707;120;"34007,3";"73558,4";0;0;0;0
1988;Provincia de Buenos Aires;0;Azul;718;338;1056;649413;615;137868;511545;391;648;346026;280986;0;0;0;0;0;0;0;0;62226;34932;100112;15507;41500;4991;"28724,5";"71387,5";0;0;0;0
1988;Provincia de Buenos Aires;0;Bahía Blanca;223;125;348;229382;659;45697;183686;147;192;128364;84255;0;0;0;0;0;0;0;0;34555;170;54789;0;28360;0;38901;15888;0;0;0;0
1988;Provincia de Buenos Aires;0;Balcarce;1139;208;1347;394978;293;119864;275115;489;838;244874;135040;0;0;0;0;0;0;0;0;58836;24646;115215;"12513,4";"38372,5";94;"26620,3";"88594,4";0;0;0;0
1988;Provincia de Buenos Aires;0;Baradero;340;34;374;85880;230;33049;35472;114;235;40215;41854;0;0;0;0;0;0;0;0;17698;26668;17062;9942;7471;20413;2483;"14578,7";0;0;0;0
1988;Provincia de Buenos Aires;0;Bartolomé Mitre;355;55;410;639;2;451;0;159;213;72980;30262;0;0;0;0;0;0;0;0;25017;54266;19623;11018;"13415,5";"51334,5";2296;"17327,2";0;0;0;0
1988;Provincia de Buenos Aires;0;Benito Juárez;497;255;752;103396;137;40559;49878;241;498;243852;248131;0;0;0;0;0;0;0;0;59281;25488;103699;6303;"46204,5";854;30276;"73422,5";0;0;0;0
1988;Provincia de Buenos Aires;0;Berazategui;214;0;214;505076;2360;99091;405985;41;172;3938;3901;0;0;0;0;0;0;0;0;332;206;200;306;24;0;130;70;0;0;0;0
1988;Provincia de Buenos Aires;0;Berisso;84;0;84;8349;99;4274;0;0;73;1542;3968;0;0;0;0;0;0;0;0;12;120;9;12;0;0;3;6;0;0;0;0
1988;Provincia de Buenos Aires;0;Bolívar;1698;206;1904;5567;3;1674;0;394;1442;216275;260807;0;0;0;0;0;0;0;0;14802;11376;47543;"6074,5";"6627,2";0;11477;"36065,7";0;0;0;0
1988;Provincia de Buenos Aires;0;Bragado;872;88;960;478219;498;200049;278170;257;669;108993;92251;0;0;0;0;0;0;0;0;50083;45183;48933;23749;15045;"33785,8";10173;38760;0;0;0;0
1988;Provincia de Buenos Aires;0;Brandsen;371;29;400;201314;503;98141;90732;140;274;52015;42608;0;0;0;0;0;0;0;0;470;335;15688;"311,5";130;0;8074;"7613,5";0;0;0;0
1988;Provincia de Buenos Aires;0;Campana;247;19;266;94623;356;50931;20134;60;180;32662;19154;0;0;0;0;0;0;0;0;1441;2428;2463;"784,5";"523,9";1046;"1013,5";1449;0;0;0;0
1988;Provincia de Buenos Aires;0;Cañuelas;470;50;520;56387;108;20041;20109;164;347;55633;47175;0;0;0;0;0;0;0;0;4397;2390;13426;3166;975;25;5955;7471;0;0;0;0
1988;Provincia de Buenos Aires;0;Capitán Sarmiento;221;22;243;104287;429;55084;49202;85;172;26807;25491;0;0;0;0;0;0;0;0;13822;16246;19602;7846;5235;"13575,3";"2119,5";17482;0;0;0;0
1988;Provincia de Buenos Aires;0;Carlos Casares;910;95;1005;52913;53;24747;15696;250;709;141699;90541;0;0;0;0;0;0;0;0;14997;10547;36291;8115;"4920,5";"3685,5";"11205,5";"25085,6";0;0;0;0
