,Año del censo,Partido,Cultivo,Total
1140,1988,General Belgrano,Forrajeras,21856
1141,1988,General Guido,Forrajeras,11294
1142,1988,General Juan Madariaga,Forrajeras,"26023,5"
1143,1988,General La Madrid,Forrajeras,"95958,5"
1144,1988,General Las Heras,Forrajeras,7353
1145,1988,General Lavalle,Forrajeras,"11032,9"
1146,1988,General Paz,Forrajeras,"12450,4"
1147,1988,General Pinto,Forrajeras,"166933,1"
1148,1988,General Pueyrredón,Forrajeras,"44394,8"
1149,1988,General Rodríguez,Forrajeras,"5386,5"
1150,1988,General San Martín,Forrajeras,0
1151,1988,General Sarmiento,Forrajeras,4
1152,1988,General Viamonte,Forrajeras,"40266,5"
1153,1988,General Villegas,Forrajeras,"268906,1"
1154,1988,Guaminí,Forrajeras,"134225,5"
1155,1988,Hipólito Yrigoyen,Forrajeras,"22684,8"
1156,1988,Hurlingham,Forrajeras,0
1157,1988,Ituzaingó,Forrajeras,0
1158,1988,"José C, Paz",Forrajeras,0
1159,1988,Junín,Forrajeras,"36634,2"
1160,1988,La Costa,Forrajeras,3
1161,1988,La Matanza,Forrajeras,"423,3"
1162,1988,Lanús,Forrajeras,0
1163,1988,La Plata,Forrajeras,"4936,5"
1164,1988,Laprida,Forrajeras,60800
1165,1988,Las Flores,Forrajeras,"27375,5"
1166,1988,"Leandro N, Alem",Forrajeras,56273
1167,1988,Lezama,Forrajeras,0
1168,1988,Lincoln,Forrajeras,"158787,9"
1169,1988,Lobería,Forrajeras,"118012,6"
1170,1988,Lobos,Forrajeras,"28742,1"
1171,1988,Lomas de Zamora,Forrajeras,30
1172,1988,Luján,Forrajeras,"15133,1"
1173,1988,Magdalena,Forrajeras,"23651,1"
1174,1988,Maipú,Forrajeras,"28494,5"
1175,1988,Malvinas Argentinas,Forrajeras,0
1176,1988,Mar Chiquita,Forrajeras,"56198,2"
1177,1988,Marcos Paz,Forrajeras,"6609,9"
1178,1988,Mercedes,Forrajeras,"20895,7"
1179,1988,Merlo,Forrajeras,112
1180,1988,Monte,Forrajeras,31022
1181,1988,Monte Hermoso,Forrajeras,6095
1182,1988,Moreno,Forrajeras,54
1183,1988,Morón,Forrajeras,0
1184,1988,Navarro,Forrajeras,33643
1185,1988,Necochea,Forrajeras,"67375,3"
1186,1988,9 de julio,Forrajeras,"88532,5"
1187,1988,Olavarría,Forrajeras,"142993,3"
1188,1988,Patagones,Forrajeras,"116229,2"
1189,1988,Pehuajó,Forrajeras,"44949,9"
1190,1988,Pellegrini,Forrajeras,"62307,5"
1191,1988,Pergamino,Forrajeras,"53486,8"
1192,1988,Pila,Forrajeras,"15797,5"
1193,1988,Pilar,Forrajeras,"3074,6"
1194,1988,Pinamar,Forrajeras,0
1195,1988,Presidente Perón,Forrajeras,0
1196,1988,Puán,Forrajeras,"119428,2"
1197,1988,Punta Indio,Forrajeras,0
1198,1988,Quilmes,Forrajeras,0
1199,1988,Ramallo,Forrajeras,"6842,3"
1200,1988,Rauch,Forrajeras,"43512,5"
1201,1988,Rivadavia,Forrajeras,"163175,1"
1202,1988,Rojas,Forrajeras,"41523,3"
1203,1988,Roque Pérez,Forrajeras,"12598,2"
1204,1988,Saavedra,Forrajeras,92011
1205,1988,Saladillo,Forrajeras,"16813,5"
1206,1988,Salliqueló,Forrajeras,"58790,2"
1207,1988,Salto,Forrajeras,"25687,2"
1208,1988,San Andrés de Giles,Forrajeras,"12784,6"
1209,1988,San Antonio de Areco,Forrajeras,"27827,5"
1210,1988,San Cayetano,Forrajeras,"51543,3"
1211,1988,San Fernando,Forrajeras,0
1212,1988,San Isidro,Forrajeras,0
1213,1988,San Miguel,Forrajeras,0
1214,1988,San Nicolás,Forrajeras,5324
1215,1988,San Pedro,Forrajeras,"11731,3"
1216,1988,San Vicente,Forrajeras,5088
1217,1988,Suipacha,Forrajeras,"26377,8"
1218,1988,Tandil,Forrajeras,"130843,8"
1219,1988,Tapalqué,Forrajeras,31569
1220,1988,Tigre,Forrajeras,1
1221,1988,Tordillo,Forrajeras,"2457,1"
1222,1988,Tornquist,Forrajeras,89976
1223,1988,Trenque Lauquen,Forrajeras,"124558,3"
1224,1988,Tres Arroyos,Forrajeras,"140174,5"
1225,1988,Tres de Febrero,Forrajeras,0
1226,1988,Tres Lomas,Forrajeras,"53947,5"
1227,1988,25 de mayo,Forrajeras,"69304,1"
1228,1988,Vicente López,Forrajeras,0
1229,1988,Villa Gesell,Forrajeras,0
1230,1988,Villarino,Forrajeras,"180896,4"
1231,1988,Zárate,Forrajeras,"5290,7"
1232,1988,Indeterminado,Forrajeras,3708
1233,2018,Buenos Aires,Otros cultivos,"141.014,80"
1234,2018,Adolfo Alsina,Otros cultivos,"3.672,00"
1235,2018,Adolfo Gonzales Chaves,Otros cultivos,"1.085,00"
1236,2018,Alberti,Otros cultivos,"1.782,50"
1237,2018,Almirante Brown,Otros cultivos,"480,5"
1238,2018,Arrecifes,Otros cultivos,"2.437,00"
1239,2018,Avellaneda,Otros cultivos,"11,5"
1240,2018,Ayacucho,Otros cultivos,334
1241,2018,Azul,Otros cultivos,"1.315,00"
1242,2018,Bahía Blanca,Otros cultivos,"68,3"
1243,2018,Balcarce,Otros cultivos,"4.540,00"
1244,2018,Baradero,Otros cultivos,"1.473,10"
1245,2018,Benito Juárez,Otros cultivos,368
1246,2018,Berazategui,Otros cultivos,"674,8"
1247,2018,Berisso,Otros cultivos,"92,7"
1248,2018,Bolívar,Otros cultivos,339
1249,2018,Bragado,Otros cultivos,476
1250,2018,Brandsen,Otros cultivos,10
1251,2018,Campana,Otros cultivos,"13.834,40"
1252,2018,Cañuelas,Otros cultivos,"5,5"
1253,2018,Capitán Sarmiento,Otros cultivos,"1.340,00"
1254,2018,Carlos Casares,Otros cultivos,362
1255,2018,Carlos Tejedor,Otros cultivos,544
1256,2018,Carmen de Areco,Otros cultivos,912
1257,2018,Castelli,Otros cultivos,0
1258,2018,Chacabuco,Otros cultivos,996
1259,2018,Chascomús,Otros cultivos,365
1260,2018,Chivilcoy,Otros cultivos,666
1261,2018,Colón,Otros cultivos,"1.464,00"
1262,2018,Coronel de Marina Leonardo Rosales,Otros cultivos,"1.856,40"
1263,2018,Coronel Dorrego,Otros cultivos,"9.407,00"
1264,2018,Coronel Pringles,Otros cultivos,"1.877,00"
1265,2018,Coronel Suárez,Otros cultivos,220
1266,2018,Daireaux,Otros cultivos,85
1267,2018,Dolores,Otros cultivos,"50,3"
1268,2018,Ensenada,Otros cultivos,"0,5"
1269,2018,Escobar,Otros cultivos,"172,1"
1270,2018,Esteban Echeverría,Otros cultivos,"47,1"
1271,2018,Exaltación de la Cruz,Otros cultivos,"124,5"
1272,2018,Ezeiza,Otros cultivos,4
1273,2018,Florencio Varela,Otros cultivos,"882,3"
1274,2018,Florentino Ameghino,Otros cultivos,0
1275,2018,General Alvarado,Otros cultivos,"3.790,30"
1276,2018,General Alvear,Otros cultivos,0
1277,2018,General Arenales,Otros cultivos,125
1278,2018,General Belgrano,Otros cultivos,258
1279,2018,General Guido,Otros cultivos,125
1280,2018,General Juan Madariaga,Otros cultivos,156
1281,2018,General La Madrid,Otros cultivos,370
1282,2018,General Las Heras,Otros cultivos,"11,1"
1283,2018,General Lavalle,Otros cultivos,"493,5"
1284,2018,General Paz,Otros cultivos,"5,5"
1285,2018,General Pinto,Otros cultivos,226
1286,2018,General Pueyrredón,Otros cultivos,"5.555,50"
1287,2018,General Rodríguez,Otros cultivos,"131,4"
1288,2018,General San Martín,Otros cultivos,0
1289,2018,General Viamonte,Otros cultivos,620
1290,2018,General Villegas,Otros cultivos,681
1291,2018,Guaminí,Otros cultivos,"423,5"
1292,2018,Hipólito Yrigoyen,Otros cultivos,252
1293,2018,Hurlingham,Otros cultivos,"0,2"
1294,2018,Ituzaingó,Otros cultivos,"0,6"
1295,2018,"José C, Paz",Otros cultivos,"7,2"
1296,2018,Junín,Otros cultivos,"1.060,50"
1297,2018,La Costa,Otros cultivos,0
1298,2018,La Matanza,Otros cultivos,"32,7"
1299,2018,Lanús,Otros cultivos,0
1300,2018,La Plata,Otros cultivos,"2.923,30"
1301,2018,Laprida,Otros cultivos,8
1302,2018,Las Flores,Otros cultivos,66
1303,2018,"Leandro N, Alem",Otros cultivos,433
1304,2018,Lezama,Otros cultivos,"40,2"
1305,2018,Lincoln,Otros cultivos,"703,1"
1306,2018,Lobería,Otros cultivos,"4.291,20"
1307,2018,Lobos,Otros cultivos,512
1308,2018,Lomas de Zamora,Otros cultivos,0
1309,2018,Luján,Otros cultivos,"1.682,20"
1310,2018,Magdalena,Otros cultivos,"32,5"
1311,2018,Maipú,Otros cultivos,147
1312,2018,Malvinas Argentinas,Otros cultivos,"4,9"
1313,2018,Mar Chiquita,Otros cultivos,53
1314,2018,Marcos Paz,Otros cultivos,"200,8"
1315,2018,Mercedes,Otros cultivos,"134,2"
1316,2018,Merlo,Otros cultivos,"142,3"
1317,2018,Monte,Otros cultivos,250
1318,2018,Monte Hermoso,Otros cultivos,0
1319,2018,Moreno,Otros cultivos,"47,2"
1320,2018,Morón,Otros cultivos,"1,5"
1321,2018,Navarro,Otros cultivos,0
1322,2018,Necochea,Otros cultivos,751
1323,2018,9 de julio,Otros cultivos,"1.399,00"
1324,2018,Olavarría,Otros cultivos,"412,5"
1325,2018,Patagones,Otros cultivos,"2.833,00"
1326,2018,Pehuajó,Otros cultivos,902
1327,2018,Pellegrini,Otros cultivos,815
1328,2018,Pergamino,Otros cultivos,"4.789,80"
1329,2018,Pila,Otros cultivos,575
1330,2018,Pilar,Otros cultivos,"157,1"
1331,2018,Pinamar,Otros cultivos,0
1332,2018,Presidente Perón,Otros cultivos,"9,9"
1333,2018,Puán,Otros cultivos,"331,5"
1334,2018,Punta Indio,Otros cultivos,0
1335,2018,Quilmes,Otros cultivos,"1,8"
1336,2018,Ramallo,Otros cultivos,"3.225,20"
1337,2018,Rauch,Otros cultivos,100
1338,2018,Rivadavia,Otros cultivos,"264,5"
1339,2018,Rojas,Otros cultivos,"1.032,50"
1340,2018,Roque Pérez,Otros cultivos,"72,5"
1341,2018,Saavedra,Otros cultivos,780
1342,2018,Saladillo,Otros cultivos,229
1343,2018,Salliqueló,Otros cultivos,752
1344,2018,Salto,Otros cultivos,"7.399,50"
1345,2018,San Andrés de Giles,Otros cultivos,"177,5"
1346,2018,San Antonio de Areco,Otros cultivos,577
1347,2018,San Cayetano,Otros cultivos,"1.535,20"
1348,2018,San Fernando,Otros cultivos,"2.233,00"
1349,2018,San Isidro,Otros cultivos,0
1350,2018,San Miguel,Otros cultivos,0
1351,2018,San Nicolás,Otros cultivos,"274,7"
1352,2018,San Pedro,Otros cultivos,"6.992,30"
1353,2018,San Vicente,Otros cultivos,0
1354,2018,Suipacha,Otros cultivos,7
1355,2018,Tandil,Otros cultivos,"5.053,30"
1356,2018,Tapalqué,Otros cultivos,40
1357,2018,Tigre,Otros cultivos,225
1358,2018,Tordillo,Otros cultivos,0
1359,2018,Tornquist,Otros cultivos,"500,5"
1360,2018,Trenque Lauquen,Otros cultivos,"3.069,00"
1361,2018,Tres Arroyos,Otros cultivos,"5.367,50"
1362,2018,Tres de Febrero,Otros cultivos,0
1363,2018,Tres Lomas,Otros cultivos,"3.311,00"
1364,2018,25 de mayo,Otros cultivos,910
1365,2018,Vicente López,Otros cultivos,0
1366,2018,Villa Gesell,Otros cultivos,0
1367,2018,Villarino,Otros cultivos,"2.991,60"
1368,2018,Zárate,Otros cultivos,"542,9"
1369,2002,Buenos Aires,Otros cultivos,"252.430,90"
1370,2002,Adolfo Alsina,Otros cultivos,"2.271,00"
1371,2002,Adolfo Gonzales Chaves,Otros cultivos,"1.168,70"
1372,2002,Alberti,Otros cultivos,"5.654,60"
1373,2002,Almirante Brown,Otros cultivos,138
1374,2002,Arrecifes,Otros cultivos,"735,5"
1375,2002,Avellaneda,Otros cultivos,"57,6"
1376,2002,Ayacucho,Otros cultivos,"757,4"
1377,2002,Azul,Otros cultivos,"3.194,60"
1378,2002,Bahía Blanca,Otros cultivos,"339,6"
1379,2002,Balcarce,Otros cultivos,"4.916,20"
1380,2002,Baradero,Otros cultivos,"1.851,90"
1381,2002,Benito Juárez,Otros cultivos,"1.089,50"
1382,2002,Berazategui,Otros cultivos,460
1383,2002,Berisso,Otros cultivos,"755,3"
1384,2002,Bolívar,Otros cultivos,"1.366,60"
1385,2002,Bragado,Otros cultivos,"1.049,50"
1386,2002,Brandsen,Otros cultivos,"319,7"
1387,2002,Campana,Otros cultivos,"17.484,60"
1388,2002,Cañuelas,Otros cultivos,"394,4"
1389,2002,Capitán Sarmiento,Otros cultivos,421
1390,2002,Carlos Casares,Otros cultivos,"716,1"
1391,2002,Carlos Tejedor,Otros cultivos,"1.151,20"
1392,2002,Carmen de Areco,Otros cultivos,"4.045,00"
1393,2002,Castelli,Otros cultivos,71
1394,2002,Chacabuco,Otros cultivos,"11.992,10"
1395,2002,Chascomús,Otros cultivos,"998,9"
1396,2002,Chivilcoy,Otros cultivos,"1.424,70"
1397,2002,Colón,Otros cultivos,"1.690,70"
1398,2002,Coronel de Marina Leonardo Rosales,Otros cultivos,"15,5"
1399,2002,Coronel Dorrego,Otros cultivos,"5.870,00"
1400,2002,Coronel Pringles,Otros cultivos,161
1401,2002,Coronel Suárez,Otros cultivos,"1.802,50"
1402,2002,Daireaux,Otros cultivos,"3.220,60"
1403,2002,Dolores,Otros cultivos,"128,2"
1404,2002,Ensenada,Otros cultivos,0
1405,2002,Escobar,Otros cultivos,"893,2"
1406,2002,Esteban Echeverría,Otros cultivos,"67,2"
1407,2002,Exaltación de la Cruz,Otros cultivos,"540,6"
1408,2002,Ezeiza,Otros cultivos,"208,7"
1409,2002,Florencio Varela,Otros cultivos,"774,9"
1410,2002,Florentino Ameghino,Otros cultivos,"1.096,00"
1411,2002,General Alvarado,Otros cultivos,"7.173,30"
1412,2002,General Alvear,Otros cultivos,"106,1"
1413,2002,General Arenales,Otros cultivos,"1.120,80"
1414,2002,General Belgrano,Otros cultivos,"957,4"
1415,2002,General Guido,Otros cultivos,360
1416,2002,General Juan Madariaga,Otros cultivos,"673,4"
1417,2002,General La Madrid,Otros cultivos,"1.197,50"
1418,2002,General Las Heras,Otros cultivos,"514,7"
1419,2002,General Lavalle,Otros cultivos,"662,1"
1420,2002,General Paz,Otros cultivos,"174,5"
1421,2002,General Pinto,Otros cultivos,408
1422,2002,General Pueyrredón,Otros cultivos,"10.499,40"
1423,2002,General Rodríguez,Otros cultivos,"309,7"
1424,2002,General San Martín,Otros cultivos,"0,4"
1425,2002,General Viamonte,Otros cultivos,555
1426,2002,General Villegas,Otros cultivos,"1.449,50"
1427,2002,Guaminí,Otros cultivos,"2.222,30"
1428,2002,Hipólito Yrigoyen,Otros cultivos,"834,3"
1429,2002,Hurlingham,Otros cultivos,0
1430,2002,Ituzaingó,Otros cultivos,0
1431,2002,"José C, Paz",Otros cultivos,"44,6"
1432,2002,Junín,Otros cultivos,"4.212,60"
1433,2002,La Costa,Otros cultivos,"58,1"
1434,2002,La Matanza,Otros cultivos,"384,3"
1435,2002,Lanús,Otros cultivos,0
1436,2002,La Plata,Otros cultivos,"4.032,20"
1437,2002,Laprida,Otros cultivos,"176,6"
1438,2002,Las Flores,Otros cultivos,"1.094,60"
1439,2002,"Leandro N, Alem",Otros cultivos,"1.582,50"
1440,2002,Lezama,Otros cultivos,
1441,2002,Lincoln,Otros cultivos,"3.122,00"
1442,2002,Lobería,Otros cultivos,"6.629,40"
1443,2002,Lobos,Otros cultivos,"556,4"
1444,2002,Lomas de Zamora,Otros cultivos,0
1445,2002,Luján,Otros cultivos,960
1446,2002,Magdalena,Otros cultivos,"621,5"
1447,2002,Maipú,Otros cultivos,125
1448,2002,Malvinas Argentinas,Otros cultivos,"5,5"
1449,2002,Mar Chiquita,Otros cultivos,"1.209,00"
1450,2002,Marcos Paz,Otros cultivos,"921,7"
1451,2002,Mercedes,Otros cultivos,"1.802,90"
1452,2002,Merlo,Otros cultivos,"251,8"
1453,2002,Monte,Otros cultivos,"797,5"
1454,2002,Monte Hermoso,Otros cultivos,34
1455,2002,Moreno,Otros cultivos,"198,6"
1456,2002,Morón,Otros cultivos,0
1457,2002,Navarro,Otros cultivos,821
1458,2002,Necochea,Otros cultivos,"4.941,40"
1459,2002,9 de julio,Otros cultivos,"596,2"
1460,2002,Olavarría,Otros cultivos,"739,4"
1461,2002,Patagones,Otros cultivos,"6.584,30"
1462,2002,Pehuajó,Otros cultivos,"811,5"
1463,2002,Pellegrini,Otros cultivos,718
1464,2002,Pergamino,Otros cultivos,"10.771,80"
1465,2002,Pila,Otros cultivos,4
1466,2002,Pilar,Otros cultivos,"425,7"
1467,2002,Pinamar,Otros cultivos,0
1468,2002,Presidente Perón,Otros cultivos,"4,8"
1469,2002,Puán,Otros cultivos,"1.209,40"
1470,2002,Punta Indio,Otros cultivos,"574,2"
1471,2002,Quilmes,Otros cultivos,"28,2"
1472,2002,Ramallo,Otros cultivos,"5.388,30"
1473,2002,Rauch,Otros cultivos,"238,3"
1474,2002,Rivadavia,Otros cultivos,"1.495,00"
1475,2002,Rojas,Otros cultivos,"19.992,50"
1476,2002,Roque Pérez,Otros cultivos,"468,5"
1477,2002,Saavedra,Otros cultivos,"932,4"
1478,2002,Saladillo,Otros cultivos,"840,6"
1479,2002,Salliqueló,Otros cultivos,11
1480,2002,Salto,Otros cultivos,"7.278,50"
1481,2002,San Andrés de Giles,Otros cultivos,"269,8"
1482,2002,San Antonio de Areco,Otros cultivos,566
1483,2002,San Cayetano,Otros cultivos,"1.895,10"
1484,2002,San Fernando,Otros cultivos,"3.919,00"
1485,2002,San Isidro,Otros cultivos,"2,6"
1486,2002,San Miguel,Otros cultivos,0
1487,2002,San Nicolás,Otros cultivos,"1.376,00"
1488,2002,San Pedro,Otros cultivos,"13.051,50"
1489,2002,San Vicente,Otros cultivos,65
1490,2002,Suipacha,Otros cultivos,"383,5"
1491,2002,Tandil,Otros cultivos,"4.558,90"
1492,2002,Tapalqué,Otros cultivos,797
1493,2002,Tigre,Otros cultivos,"180,3"
1494,2002,Tordillo,Otros cultivos,7
1495,2002,Tornquist,Otros cultivos,"1.546,50"
1496,2002,Trenque Lauquen,Otros cultivos,"1.489,00"
1497,2002,Tres Arroyos,Otros cultivos,"3.729,20"
1498,2002,Tres de Febrero,Otros cultivos,"1,9"
1499,2002,Tres Lomas,Otros cultivos,18
1500,2002,25 de mayo,Otros cultivos,"1.299,60"
1501,2002,Vicente López,Otros cultivos,"1,1"
1502,2002,Villa Gesell,Otros cultivos,"1,3"
1503,2002,Villarino,Otros cultivos,"8.255,40"
1504,2002,Zárate,Otros cultivos,"4.809,20"
1505,1988,Buenos Aires,Otros cultivos,"203.545,80"
1506,1988,Adolfo Alsina,Otros cultivos,"581,5"
1507,1988,Adolfo Gonzales Chaves,Otros cultivos,"379,1"
1508,1988,Alberti,Otros cultivos,"1.718,10"
1509,1988,Almirante Brown,Otros cultivos,"84,6"
1510,1988,Arrecifes,Otros cultivos,
1511,1988,Avellaneda,Otros cultivos,"168,9"
1512,1988,Ayacucho,Otros cultivos,"1.537,60"
1513,1988,Azul,Otros cultivos,"607,7"
1514,1988,Bahía Blanca,Otros cultivos,"269,3"
1515,1988,Balcarce,Otros cultivos,"12.370,10"
1516,1988,Baradero,Otros cultivos,"3.008,50"
1517,1988,Bartolomé Mitre,Otros cultivos,"280,5"
1518,1988,Benito Juárez,Otros cultivos,"1.534,10"
1519,1988,Berazategui,Otros cultivos,"1.021,80"
1520,1988,Berisso,Otros cultivos,"129,7"
1521,1988,Bolívar,Otros cultivos,"1.487,70"
1522,1988,Bragado,Otros cultivos,"1.162,70"
1523,1988,Brandsen,Otros cultivos,"140,6"
1524,1988,Campana,Otros cultivos,"20.390,90"
1525,1988,Cañuelas,Otros cultivos,"699,5"
1526,1988,Capitán Sarmiento,Otros cultivos,10
1527,1988,Carlos Casares,Otros cultivos,"894,8"
1528,1988,Carlos Tejedor,Otros cultivos,234
1529,1988,Carmen de Areco,Otros cultivos,174
1530,1988,Castelli,Otros cultivos,"381,3"
1531,1988,Chacabuco,Otros cultivos,"911,2"
1532,1988,Chascomús,Otros cultivos,"774,3"
1533,1988,Chivilcoy,Otros cultivos,"528,1"
1534,1988,Colón,Otros cultivos,"1.069,50"
1535,1988,Coronel de Marina Leonardo Rosales,Otros cultivos,214
1536,1988,Coronel Dorrego,Otros cultivos,"1.200,00"
1537,1988,Coronel Pringles,Otros cultivos,"603,6"
1538,1988,Coronel Suárez,Otros cultivos,"340,9"
1539,1988,Daireaux,Otros cultivos,"910,3"
1540,1988,Dolores,Otros cultivos,"333,9"
1541,1988,Ensenada,Otros cultivos,"1,1"
1542,1988,Escobar,Otros cultivos,"1.954,60"
1543,1988,Esteban Echeverría,Otros cultivos,"729,7"
1544,1988,Exaltación de la Cruz,Otros cultivos,"434,5"
1545,1988,Ezeiza,Otros cultivos,0
1546,1988,Florencio Varela,Otros cultivos,"1.387,10"
1547,1988,Florentino Ameghino,Otros cultivos,0
1548,1988,General Alvarado,Otros cultivos,"10.561,60"
1549,1988,General Alvear,Otros cultivos,"300,5"
1550,1988,General Arenales,Otros cultivos,325
1551,1988,General Belgrano,Otros cultivos,"560,8"
1552,1988,General Guido,Otros cultivos,111
1553,1988,General Juan Madariaga,Otros cultivos,521
1554,1988,General La Madrid,Otros cultivos,"483,7"
1555,1988,General Las Heras,Otros cultivos,"434,5"
1556,1988,General Lavalle,Otros cultivos,"245,9"
1557,1988,General Paz,Otros cultivos,"449,8"
1558,1988,General Pinto,Otros cultivos,162
1559,1988,General Pueyrredón,Otros cultivos,"10.626,90"
1560,1988,General Rodríguez,Otros cultivos,"808,4"
1561,1988,General San Martín,Otros cultivos,"1,5"
1562,1988,General Sarmiento,Otros cultivos,"155,3"
1563,1988,General Viamonte,Otros cultivos,"1.492,00"
1564,1988,General Villegas,Otros cultivos,"1.749,20"
1565,1988,Guaminí,Otros cultivos,"756,5"
1566,1988,Hipólito Yrigoyen,Otros cultivos,"153,8"
1567,1988,Hurlingham,Otros cultivos,0
1568,1988,Ituzaingó,Otros cultivos,0
1569,1988,"José C, Paz",Otros cultivos,0
1570,1988,Junín,Otros cultivos,"1.754,60"
1571,1988,La Costa,Otros cultivos,"35,8"
1572,1988,La Matanza,Otros cultivos,629
1573,1988,Lanús,Otros cultivos,0
1574,1988,La Plata,Otros cultivos,"4.432,40"
1575,1988,Laprida,Otros cultivos,"90,5"
1576,1988,Las Flores,Otros cultivos,"1.157,00"
1577,1988,"Leandro N, Alem",Otros cultivos,"79,2"
1578,1988,Lezama,Otros cultivos,0
1579,1988,Lincoln,Otros cultivos,"1.232,50"
1580,1988,Lobería,Otros cultivos,"5.582,10"
1581,1988,Lobos,Otros cultivos,"1.059,70"
1582,1988,Lomas de Zamora,Otros cultivos,"1,8"
1583,1988,Luján,Otros cultivos,"1.790,40"
1584,1988,Magdalena,Otros cultivos,"1.916,20"
1585,1988,Maipú,Otros cultivos,"186,4"
1586,1988,Malvinas Argentinas,Otros cultivos,0
1587,1988,Mar Chiquita,Otros cultivos,"1.397,50"
1588,1988,Marcos Paz,Otros cultivos,847
1589,1988,Mercedes,Otros cultivos,"1.935,80"
1590,1988,Merlo,Otros cultivos,684
1591,1988,Monte,Otros cultivos,283
1592,1988,Monte Hermoso,Otros cultivos,130
1593,1988,Moreno,Otros cultivos,"353,1"
1594,1988,Morón,Otros cultivos,"2,3"
1595,1988,Navarro,Otros cultivos,73
1596,1988,Necochea,Otros cultivos,"2.152,00"
1597,1988,9 de julio,Otros cultivos,"1.449,50"
1598,1988,Olavarría,Otros cultivos,"1.251,60"
1599,1988,Patagones,Otros cultivos,"2.269,40"
1600,1988,Pehuajó,Otros cultivos,"477,2"
1601,1988,Pellegrini,Otros cultivos,"597,5"
1602,1988,Pergamino,Otros cultivos,"3.610,30"
1603,1988,Pila,Otros cultivos,"1.265,40"
1604,1988,Pilar,Otros cultivos,"1.515,90"
1605,1988,Pinamar,Otros cultivos,0
1606,1988,Presidente Perón,Otros cultivos,0
1607,1988,Puán,Otros cultivos,12
1608,1988,Punta Indio,Otros cultivos,0
1609,1988,Quilmes,Otros cultivos,0
1610,1988,Ramallo,Otros cultivos,"2.929,30"
1611,1988,Rauch,Otros cultivos,"658,8"
1612,1988,Rivadavia,Otros cultivos,"515,4"
1613,1988,Rojas,Otros cultivos,"1.807,50"
1614,1988,Roque Pérez,Otros cultivos,"1.919,10"
1615,1988,Saavedra,Otros cultivos,"133,5"
1616,1988,Saladillo,Otros cultivos,"1.306,30"
1617,1988,Salliqueló,Otros cultivos,8
1618,1988,Salto,Otros cultivos,"5.159,10"
1619,1988,San Andrés de Giles,Otros cultivos,"209,1"
1620,1988,San Antonio de Areco,Otros cultivos,303
1621,1988,San Cayetano,Otros cultivos,"939,5"
1622,1988,San Fernando,Otros cultivos,"10.071,00"
1623,1988,San Isidro,Otros cultivos,"3,3"
1624,1988,San Miguel,Otros cultivos,0
1625,1988,San Nicolás,Otros cultivos,"806,8"
1626,1988,San Pedro,Otros cultivos,"18.375,10"
1627,1988,San Vicente,Otros cultivos,"44,5"
1628,1988,Suipacha,Otros cultivos,116
1629,1988,Tandil,Otros cultivos,"5.375,90"
1630,1988,Tapalqué,Otros cultivos,"1.124,50"
1631,1988,Tigre,Otros cultivos,"521,4"
1632,1988,Tordillo,Otros cultivos,"4,5"
1633,1988,Tornquist,Otros cultivos,"68,8"
1634,1988,Trenque Lauquen,Otros cultivos,"971,3"
1635,1988,Tres Arroyos,Otros cultivos,"2.808,50"
1636,1988,Tres de Febrero,Otros cultivos,"1,7"
1637,1988,Tres Lomas,Otros cultivos,241
1638,1988,25 de mayo,Otros cultivos,"3.822,90"
1639,1988,Vicente López,Otros cultivos,"2,4"
1640,1988,Villa Gesell,Otros cultivos,0
1641,1988,Villarino,Otros cultivos,"6.106,50"
1642,1988,Zárate,Otros cultivos,"6.303,80"
1643,1988,Indeterminado,Otros cultivos,74
